player_id,player_name,projection_year,age,K_pct_proj,BB_pct_proj,FIP_proj,ERA_proj,K_pct_prior,K_pct_lgavg,BB_pct_prior,BB_pct_lgavg,FIP_prior,FIP_lgavg,ERA_prior,ERA_lgavg,K_pct_actual,BB_pct_actual,FIP_actual,ERA_actual
14617,뷰캐넌,2022,33,0.19410092869214163,0.07257276377250521,3.5596085679201694,3.3035825165857675,0.2137203166226912,0.207623773894959,0.0778364116094986,0.0795082837186694,3.39,3.754786949660214,3.1,3.517707172533737,0.1693198263386396,0.0564399421128798,3.61,3.04
14759,폰트,2022,32,0.2537877851543458,0.07404078887971584,2.9513827702051993,3.3738378556343576,0.2599337748344371,0.207623773894959,0.0745033112582781,0.0795082837186694,3.12,3.754786949660214,3.46,3.517707172533737,0.233196159122085,0.046639231824417,3.31,2.69
10058,양현종,2023,35,0.20180375709760784,0.065977470433222,3.234267689271027,3.7257207504771936,0.1897711978465679,0.2078242432187071,0.0672947510094212,0.0658088655958244,3.66,3.4272950006701524,3.85,3.2732960729124785,0.1824417009602194,0.0658436213991769,3.7,3.58
10126,김광현,2023,35,0.2224148348175205,0.05659803630330763,2.8242670082581967,2.4215206969884986,0.2204610951008645,0.2078242432187071,0.0648414985590778,0.0658088655958244,3.14,3.4272950006701524,2.13,3.2732960729124785,0.1669004207573632,0.0981767180925666,4.19,3.53
10652,임찬규,2023,31,0.2094323395066681,0.0842054893371736,4.483275544590262,4.769657398761425,,0.2078242432187071,,0.0658088655958244,,3.4272950006701524,,3.2732960729124785,0.1629746835443038,0.0854430379746835,4.16,3.42
11308,고영표,2023,32,0.20490240205650434,0.03688201865278719,2.730825105399138,3.03068690227753,0.2058047493403693,0.2078242432187071,0.0303430079155672,0.0658088655958244,2.75,3.4272950006701524,3.26,3.2732960729124785,0.1614730878186968,0.0269121813031161,3.19,2.78
11310,박세웅,2023,28,0.20743868298995233,0.06317557630906126,3.7753519633750128,3.9486054660344667,0.2150220913107511,0.2078242432187071,0.0471281296023564,0.0658088655958244,2.84,3.4272950006701524,3.89,3.2732960729124785,0.1963470319634703,0.0898021308980213,3.62,3.45
13091,안우진,2023,24,0.2943292297411596,0.06805162783654102,2.0888852161084674,2.229608292988327,0.2924281984334204,0.2078242432187071,0.0718015665796344,0.0658088655958244,2.09,3.4272950006701524,2.11,3.2732960729124785,0.2697368421052631,0.0625,2.33,2.39
13934,켈리,2023,34,0.20713282657584803,0.06150909113922162,3.217316061747149,2.986832885242967,0.2304216867469879,0.2078242432187071,0.0527108433734939,0.0658088655958244,2.89,3.4272950006701524,2.54,3.2732960729124785,0.1729222520107238,0.0522788203753351,3.49,3.83
13941,알칸타라,2023,31,0.19799397901235827,0.039891651782064164,3.3485754197140207,3.3019909737441364,,0.2078242432187071,,0.0658088655958244,,3.4272950006701524,,3.2732960729124785,0.2084942084942085,0.045045045045045,3.38,2.67
14113,원태인,2023,23,0.20887115171651902,0.06218179874582671,3.432457472835793,3.4313376286436807,0.1857142857142857,0.2078242432187071,0.0542857142857142,0.0658088655958244,3.72,3.4272950006701524,3.92,3.2732960729124785,0.1608832807570978,0.0536277602523659,4.17,3.24
14581,오원석,2023,22,0.19862049642441465,0.08444993461263212,4.0688449377968645,4.209304056912462,0.1769352290679305,0.2078242432187071,0.0916271721958925,0.0658088655958244,4.48,3.4272950006701524,4.5,3.2732960729124785,0.1358024691358024,0.1064814814814814,4.9,5.23
14617,뷰캐넌,2023,34,0.18529524857365315,0.064816595374065,3.445900422114538,3.1925360837313064,0.1693198263386396,0.2078242432187071,0.0564399421128798,0.0658088655958244,3.61,3.4272950006701524,3.04,3.2732960729124785,0.1772959183673469,0.0548469387755102,3.05,2.54
15011,반즈,2023,28,0.2185184828335839,0.06034421194415799,3.1402262193302057,3.4557634474563375,0.2030456852791878,0.2078242432187071,0.0596446700507614,0.0658088655958244,3.21,3.4272950006701524,3.62,3.2732960729124785,0.2002724795640326,0.0762942779291553,3.4,3.28
10058,양현종,2024,36,0.1896213115542295,0.0690924552092616,3.4790444054240375,3.9136046670373745,0.1824417009602194,0.1945533698489875,0.0658436213991769,0.0658716649278134,3.7,3.504945245160379,3.58,3.2578603221704117,0.1774415405777166,0.0563961485557083,4.69,4.1
10126,김광현,2024,36,0.19976705744370704,0.07210235949352094,3.263671643077368,2.8652800879483444,0.1669004207573632,0.1945533698489875,0.0981767180925666,0.0658716649278134,4.19,3.504945245160379,3.53,3.2578603221704117,0.2172073342736248,0.1029619181946403,5.18,4.93
11310,박세웅,2024,29,0.20953975308912604,0.06865126524730841,3.4622477681658737,3.8131976839957833,0.1963470319634703,0.1945533698489875,0.0898021308980213,0.0658716649278134,3.62,3.504945245160379,3.45,3.2578603221704117,0.1633728590250329,0.0737812911725955,4.57,4.78
13061,곽빈,2024,25,0.227045245605173,0.08561915787003653,3.676339232426982,3.6109322419927126,,0.1945533698489875,,0.0658716649278134,,3.504945245160379,,3.2578603221704117,0.2150837988826815,0.106145251396648,4.21,4.24
14113,원태인,2024,24,0.19593766508887178,0.05769381364622893,3.628641900272434,3.3293818888737006,0.1608832807570978,0.1945533698489875,0.0536277602523659,0.0658716649278134,4.17,3.504945245160379,3.24,3.2578603221704117,0.1776119402985074,0.0626865671641791,4.62,3.66
15011,반즈,2024,29,0.21157063827943295,0.06528374560538214,3.22118446663984,3.5355929703397324,0.2002724795640326,0.1945533698489875,0.0762942779291553,0.0658716649278134,3.4,3.504945245160379,3.28,3.2578603221704117,0.2740384615384615,0.0737179487179487,3.9,3.35
15143,벤자민,2024,31,0.2310383701792685,0.06517220437911989,3.083317154137659,3.589851262003591,0.22953216374269,0.1945533698489875,0.0657894736842105,0.0658716649278134,3.14,3.504945245160379,3.54,3.2578603221704117,0.244131455399061,0.0751173708920187,4.94,4.63
15531,후라도,2024,28,0.20763967139199127,0.05545761737870475,3.103805902943811,2.649151691094151,0.1926605504587156,0.1945533698489875,0.0537352555701179,0.0658716649278134,3.15,3.504945245160379,2.65,3.2578603221704117,0.2169448010269576,0.0410783055198973,3.89,3.36
