player_id,player_name,season,team,G,GS,IP,TBF,W,L,S,HD,H,HR,BB,SO,ERA,WHIP,WAR,FIP,RA9,rRA9,rRA9pf,K_pct,BB_pct,HR_per9,K_minus_BB,IP_next,K_pct_next,BB_pct_next,HR_per9_next,K_minus_BB_next,ERA_next,FIP_next,WHIP_next,WAR_next
10131,박종훈,2017,17 P,29,28,151.1,664,12,7,0,1,145,16,61,107,4.1,1.36,3.72,5.44,4.4,4.25,4.23,0.16114457831325302,0.09186746987951808,0.9530112508272668,0.06927710843373494,159.1,0.18945868945868946,0.07692307692307693,0.9050911376492772,0.11253561253561253,4.18,4.89,1.33,4.27
10131,박종훈,2018,18 P,30,30,159.1,702,14,8,0,0,158,16,54,133,4.18,1.33,4.27,4.89,4.58,4.41,4.26,0.18945868945868946,0.07692307692307693,0.9050911376492772,0.11253561253561253,144.0,0.15552099533437014,0.09175738724727839,0.75,0.06376360808709175,3.88,4.62,1.5,2.85
10131,박종훈,2019,19 P,28,28,144.0,643,8,11,0,0,157,12,59,100,3.88,1.5,2.85,4.62,4.5,4.25,4.08,0.15552099533437014,0.09175738724727839,0.75,0.06376360808709175,157.1,0.1939218523878437,0.11287988422575977,0.8020369191597708,0.08104196816208394,4.81,4.9,1.42,2.77
10213,유희관,2016,16 P,30,29,185.2,809,15,6,0,0,212,22,58,102,4.41,1.45,4.54,5.35,4.61,4.52,4.62,0.1260815822002472,0.07169344870210136,1.0691144708423326,0.05438813349814585,188.2,0.12895377128953772,0.049878345498783457,0.9564293304994687,0.07907542579075427,4.53,4.9,1.43,3.31
10217,이용찬,2018,18 P,25,24,144.0,608,15,3,0,0,151,14,36,102,3.63,1.3,4.69,4.68,3.88,3.79,3.88,0.16776315789473684,0.05921052631578947,0.875,0.10855263157894737,148.1,0.15668202764976957,0.06912442396313365,0.911546252532073,0.08755760368663593,4.07,4.34,1.44,2.31
10299,장원준,2016,16 P,27,27,168.0,727,15,6,0,0,161,14,76,137,3.32,1.41,5.41,4.76,3.54,3.54,3.83,0.18844566712517194,0.10453920220082531,0.75,0.08390646492434663,180.1,0.16447368421052633,0.06710526315789474,0.5996668517490283,0.09736842105263159,3.14,4.38,1.24,5.65
10368,윤성환,2016,16 P,28,28,180.0,767,11,10,0,0,202,25,41,85,4.35,1.35,4.48,5.64,4.75,4.72,4.55,0.11082138200782268,0.05345501955671447,1.25,0.05736636245110821,174.1,0.17783857729138167,0.0506155950752394,1.1372774267662265,0.12722298221614226,4.28,4.77,1.25,4.8
10381,차우찬,2016,16 P,24,24,152.1,671,12,6,0,0,168,16,65,120,4.73,1.53,3.26,5.01,5.14,5.05,4.93,0.17883755588673622,0.09687034277198212,0.9467455621301776,0.0819672131147541,175.2,0.21448087431693988,0.05191256830601093,1.0273972602739727,0.16256830601092895,3.43,4.12,1.19,5.1
10381,차우찬,2017,17 P,28,28,175.2,732,10,7,0,0,171,20,38,157,3.43,1.19,5.1,4.12,3.84,3.81,3.96,0.21448087431693988,0.05191256830601093,1.0273972602739727,0.16256830601092895,170.0,0.1784776902887139,0.1036745406824147,1.4294117647058824,0.0748031496062992,6.09,5.84,1.51,1.14
10381,차우찬,2018,18 P,29,29,170.0,762,12,10,0,0,177,27,79,136,6.09,1.51,1.14,5.84,6.3,6.24,6.68,0.1784776902887139,0.1036745406824147,1.4294117647058824,0.0748031496062992,168.1,0.16986301369863013,0.08082191780821918,0.8566329565734682,0.08904109589041095,4.12,4.28,1.43,1.95
10641,니퍼트,2016,16 P,28,27,167.2,701,22,3,0,0,151,15,57,142,2.95,1.24,6.29,4.41,3.27,3.26,3.31,0.20256776034236804,0.08131241084165478,0.8074162679425838,0.12125534950071326,179.2,0.20588235294117646,0.09846547314578005,1.0044642857142858,0.10741687979539641,4.06,4.79,1.4,4.07
10641,니퍼트,2017,17 P,30,30,179.2,782,14,8,0,0,175,20,77,161,4.06,1.4,4.07,4.79,4.41,4.32,4.57,0.20588235294117646,0.09846547314578005,1.0044642857142858,0.10741687979539641,175.2,0.21568627450980393,0.050980392156862744,1.3356164383561644,0.1647058823529412,4.25,4.59,1.41,4.62
10783,문승원,2017,17 P,29,29,155.1,695,6,12,0,0,181,25,54,86,5.33,1.51,1.95,6.03,5.68,5.49,5.49,0.1237410071942446,0.0776978417266187,1.4506769825918762,0.04604316546762591,150.2,0.18597560975609756,0.056402439024390245,1.4380825565912119,0.12957317073170732,4.6,5.06,1.44,2.89
10783,문승원,2018,18 P,31,27,150.2,656,8,9,1,1,180,24,37,122,4.6,1.44,2.89,5.06,5.14,5.04,5.0,0.18597560975609756,0.056402439024390245,1.4380825565912119,0.12957317073170732,144.0,0.1689419795221843,0.05631399317406143,1.4375,0.11262798634812285,3.88,4.77,1.13,3.53
10783,문승원,2019,19 P,26,23,144.0,586,11,7,0,2,130,23,33,99,3.88,1.13,3.53,4.77,3.94,3.94,3.66,0.1689419795221843,0.05631399317406143,1.4375,0.11262798634812285,145.2,0.1918032786885246,0.07377049180327869,0.8057851239669422,0.1180327868852459,3.65,4.13,1.24,3.87
10933,소사,2016,16 P,33,33,199.0,870,10,9,0,0,258,12,38,107,5.16,1.49,3.2,4.35,5.47,5.16,5.58,0.12298850574712644,0.04367816091954023,0.542713567839196,0.07931034482758621,185.1,0.19895968790637192,0.0494148244473342,0.5348460291734198,0.14954486345903772,3.88,3.53,1.22,4.8
10933,소사,2017,17 P,30,29,185.1,769,11,11,1,0,189,11,38,153,3.88,1.22,4.8,3.53,4.18,4.09,4.25,0.19895968790637192,0.0494148244473342,0.5348460291734198,0.14954486345903772,181.1,0.2381578947368421,0.03684210526315789,0.7951408061844285,0.2013157894736842,3.52,3.43,1.21,5.21
11222,하영민,2024,24 P,28,28,150.1,671,9,8,0,0,168,8,58,101,4.37,1.5,2.73,4.53,4.91,4.74,5.05,0.15052160953800298,0.08643815201192251,0.4796802131912059,0.06408345752608047,153.1,0.20029895366218237,0.061285500747384154,0.7642064010450687,0.13901345291479822,4.99,3.79,1.37,1.41
11308,고영표,2021,21 P,26,25,166.2,664,11,6,0,1,147,9,27,130,2.92,1.04,5.58,3.22,3.19,3.17,3.15,0.19578313253012047,0.04066265060240964,0.4873646209386282,0.15512048192771083,182.1,0.20580474934036938,0.030343007915567283,0.34596375617792424,0.1754617414248021,3.26,2.75,1.17,5.43
11308,고영표,2022,22 P,28,28,182.1,758,13,8,0,0,191,7,23,156,3.26,1.17,5.43,2.75,3.41,3.33,3.21,0.20580474934036938,0.030343007915567283,0.34596375617792424,0.1754617414248021,174.2,0.16147308781869688,0.026912181303116147,0.3616532721010333,0.13456090651558072,2.78,3.19,1.15,6.05
11310,박세웅,2020,20 P,28,28,147.1,658,8,10,0,0,177,20,47,108,4.7,1.52,2.46,4.94,5.19,5.15,5.03,0.1641337386018237,0.07142857142857142,1.2236573759347382,0.09270516717325228,163.0,0.18248175182481752,0.07737226277372262,1.1042944785276074,0.10510948905109489,3.98,4.51,1.19,4.46
11310,박세웅,2021,21 P,28,28,163.0,685,10,9,0,0,141,20,53,125,3.98,1.19,4.46,4.51,4.14,4.0,3.8,0.18248175182481752,0.07737226277372262,1.1042944785276074,0.10510948905109489,157.1,0.21502209131075112,0.047128129602356406,0.4583068109484405,0.1678939617083947,3.89,2.84,1.34,2.82
11310,박세웅,2022,22 P,28,28,157.1,679,10,11,0,0,179,8,32,146,3.89,1.34,2.82,2.84,4.58,4.43,4.31,0.21502209131075112,0.047128129602356406,0.4583068109484405,0.1678939617083947,154.0,0.1963470319634703,0.0898021308980213,0.4675324675324675,0.106544901065449,3.45,3.62,1.32,3.68
11310,박세웅,2023,23 P,27,27,154.0,657,9,7,0,0,145,8,59,129,3.45,1.32,3.68,3.62,4.09,3.93,3.82,0.1963470319634703,0.0898021308980213,0.4675324675324675,0.106544901065449,173.1,0.16337285902503293,0.07378129117259552,0.6759098786828424,0.08959156785243741,4.78,4.57,1.41,3.52
11310,박세웅,2024,24 P,30,30,173.1,759,6,11,0,0,188,13,56,124,4.78,1.41,3.52,4.57,5.35,5.07,4.95,0.16337285902503293,0.07378129117259552,0.6759098786828424,0.08959156785243741,160.2,0.21606648199445982,0.07479224376731301,0.8426966292134832,0.1412742382271468,4.93,3.84,1.48,1.95
11368,켈리,2016,16 P,31,31,200.1,846,9,8,0,0,205,15,60,152,3.68,1.32,6.44,4.27,4.09,3.87,3.85,0.17966903073286053,0.07092198581560284,0.6746626686656672,0.10874704491725769,190.0,0.23190184049079754,0.05521472392638037,0.7578947368421053,0.17668711656441716,3.6,3.6,1.31,5.35
11368,켈리,2017,17 P,30,30,190.0,815,16,7,0,0,204,16,45,189,3.6,1.31,5.35,3.6,4.03,3.99,3.88,0.23190184049079754,0.05521472392638037,0.7578947368421053,0.17668711656441716,158.1,0.23887240356083086,0.06973293768545995,1.0246679316888045,0.16913946587537093,4.09,4.33,1.26,4.32
11380,피어밴드,2016,16 P,31,30,182.0,803,7,13,0,0,231,23,48,144,4.45,1.53,4.51,4.75,4.8,4.71,4.58,0.1793275217932752,0.05977584059775841,1.1373626373626373,0.1195516811955168,160.0,0.2009132420091324,0.0471841704718417,1.125,0.1537290715372907,3.04,4.37,1.15,4.92
11380,피어밴드,2017,17 P,26,26,160.0,657,8,10,0,0,153,20,31,132,3.04,1.15,4.92,4.37,3.77,3.77,3.75,0.2009132420091324,0.0471841704718417,1.125,0.1537290715372907,163.1,0.19943422913719944,0.05374823196605375,1.3243408951563458,0.1456859971711457,4.3,4.7,1.37,3.39
11392,레일리,2016,16 P,31,31,184.2,808,8,10,0,0,207,21,51,147,4.34,1.4,4.32,4.73,5.12,5.01,4.8,0.18193069306930693,0.06311881188118812,1.0260586319218241,0.1188118811881188,187.1,0.19548872180451127,0.05513784461152882,0.9139497594869054,0.14035087719298245,3.8,4.34,1.3,5.55
11392,레일리,2017,17 P,30,30,187.1,798,13,7,0,0,199,19,44,156,3.8,1.3,5.55,4.34,4.18,3.99,3.9,0.19548872180451127,0.05513784461152882,0.9139497594869054,0.14035087719298245,178.1,0.2296774193548387,0.0696774193548387,1.2128017967434026,0.16,4.74,4.69,1.31,3.66
11392,레일리,2018,18 P,30,30,178.1,775,11,13,0,0,180,24,54,178,4.74,1.31,3.66,4.69,5.35,5.24,5.05,0.2296774193548387,0.0696774193548387,1.2128017967434026,0.16,181.0,0.17699115044247787,0.08217446270543616,0.4972375690607735,0.09481668773704172,3.88,3.78,1.41,3.81
11393,린드블럼,2018,18 P,26,26,168.2,681,15,4,0,0,142,16,38,157,2.88,1.07,6.71,3.99,2.99,2.99,3.19,0.2305433186490455,0.055800293685756244,0.8561236623067777,0.17474302496328925,194.2,0.2445019404915912,0.037516170763260026,0.6024716786817714,0.2069857697283312,2.5,2.73,1.0,6.75
11410,김민우,2021,21 P,29,28,155.1,662,14,10,0,0,131,15,76,125,4.0,1.33,3.86,4.56,4.11,3.84,3.93,0.18882175226586104,0.1148036253776435,0.8704061895551257,0.07401812688821753,163.0,0.18143459915611815,0.11814345991561181,0.8834355828220859,0.06329113924050633,4.36,4.61,1.39,2.86
12509,헥터,2016,16 P,31,31,206.2,868,15,5,0,0,211,7,51,139,3.4,1.27,6.57,3.82,3.83,3.83,3.84,0.16013824884792627,0.0587557603686636,0.3055286129970902,0.10138248847926268,201.2,0.17447306791569087,0.05269320843091335,0.9393638170974156,0.12177985948477751,3.48,4.35,1.32,6.45
12509,헥터,2017,17 P,30,30,201.2,854,20,5,0,0,221,21,45,149,3.48,1.32,6.45,4.35,3.7,3.7,3.71,0.17447306791569087,0.05269320843091335,0.9393638170974156,0.12177985948477751,174.0,0.18193891102257637,0.04780876494023904,1.293103448275862,0.1341301460823373,4.6,4.78,1.41,2.98
12852,최원준,2021,21 P,29,29,158.1,673,12,4,0,0,160,15,37,113,3.3,1.24,4.31,4.01,3.69,3.54,3.75,0.16790490341753342,0.0549777117384844,0.8538899430740038,0.11292719167904902,165.0,0.1584852734922861,0.051893408134642355,1.1454545454545455,0.10659186535764376,3.6,4.41,1.33,2.73
12908,손주영,2024,24 P,28,27,144.2,637,9,10,0,1,157,11,54,112,3.79,1.46,3.78,4.62,4.42,4.06,4.26,0.17582417582417584,0.0847723704866562,0.6865464632454924,0.09105180533751964,153.0,0.20496894409937888,0.07608695652173914,0.47058823529411764,0.12888198757763975,3.41,3.49,1.32,3.82
12992,브리검,2017,17 P,24,24,144.0,619,10,6,0,0,166,17,26,98,4.38,1.33,3.23,4.75,4.81,4.74,4.72,0.1583198707592892,0.0420032310177706,1.0625,0.1163166397415186,199.0,0.21109770808202655,0.06031363088057901,0.8592964824120602,0.15078407720144754,3.84,4.36,1.2,6.13
12992,브리검,2018,18 P,31,30,199.0,829,11,7,0,1,188,19,50,175,3.84,1.2,6.13,4.36,4.03,3.93,4.07,0.21109770808202655,0.06031363088057901,0.8592964824120602,0.15078407720144754,158.1,0.19431988041853512,0.0687593423019432,0.28462998102466797,0.12556053811659193,2.96,3.27,1.23,4.28
13062,윌슨,2018,18 P,26,26,170.0,689,9,4,0,0,158,11,35,149,3.07,1.14,6.28,3.66,3.34,3.25,3.4,0.216255442670537,0.05079825834542816,0.5823529411764706,0.16545718432510886,185.0,0.17955439056356487,0.057667103538663174,0.34054054054054056,0.1218872870249017,2.92,3.23,1.16,4.09
13062,윌슨,2019,19 P,30,30,185.0,763,14,7,0,0,171,7,44,137,2.92,1.16,4.09,3.23,3.75,3.61,3.93,0.17955439056356487,0.057667103538663174,0.34054054054054056,0.1218872870249017,144.2,0.1735668789808917,0.06210191082802548,0.8113730929264911,0.11146496815286623,4.42,4.19,1.38,2.26
13063,산체스,2018,18 P,29,26,145.1,632,8,8,0,1,161,26,39,124,4.89,1.38,2.43,5.3,5.57,5.48,5.33,0.1962025316455696,0.061708860759493674,1.6126809097174364,0.13449367088607594,165.0,0.22056631892697467,0.06259314456035768,0.10909090909090909,0.157973174366617,2.62,2.54,1.17,5.74
13091,안우진,2022,22 P,30,30,196.0,766,15,8,0,0,131,4,55,224,2.11,0.95,7.77,2.09,2.34,2.33,2.36,0.2924281984334204,0.07180156657963446,0.1836734693877551,0.22062663185378592,150.2,0.26973684210526316,0.0625,0.29960053262316916,0.20723684210526316,2.39,2.33,1.06,5.94
13932,루친스키,2019,19 P,30,30,177.1,731,9,9,0,0,164,13,45,119,3.05,1.18,5.31,3.98,3.45,3.31,3.23,0.16279069767441862,0.06155950752393981,0.660643704121965,0.10123119015047881,183.0,0.21688311688311687,0.07402597402597402,0.6885245901639344,0.14285714285714285,3.05,3.78,1.26,6.97
13932,루친스키,2020,20 P,30,30,183.0,770,19,5,0,0,173,14,57,167,3.05,1.26,6.97,3.78,3.3,3.11,3.03,0.21688311688311687,0.07402597402597402,0.6885245901639344,0.14285714285714285,178.2,0.23474801061007958,0.07294429708222812,0.6060606060606061,0.16180371352785144,3.17,3.22,1.2,4.96
13932,루친스키,2021,21 P,30,30,178.2,754,15,10,0,0,160,12,55,177,3.17,1.2,4.96,3.22,3.83,3.73,3.64,0.23474801061007958,0.07294429708222812,0.6060606060606061,0.16180371352785144,193.2,0.24341279799247176,0.04265997490589712,0.6521739130434783,0.20075282308657463,2.97,2.8,1.13,4.99
13934,켈리,2019,19 P,29,29,180.1,747,14,12,0,0,164,7,41,126,2.55,1.14,4.22,3.5,3.49,3.49,3.82,0.1686746987951807,0.05488621151271754,0.34980566352026654,0.11378848728246317,173.1,0.1900709219858156,0.05673758865248227,0.8318890814558059,0.13333333333333333,3.32,4.07,1.15,5.17
13934,켈리,2020,20 P,28,28,173.1,705,15,7,0,0,160,16,40,134,3.32,1.15,5.17,4.07,3.48,3.48,3.73,0.1900709219858156,0.05673758865248227,0.8318890814558059,0.13333333333333333,177.0,0.19086021505376344,0.08064516129032258,0.6101694915254238,0.11021505376344086,3.15,3.76,1.24,5.22
13934,켈리,2021,21 P,30,30,177.0,744,13,8,0,0,160,12,60,142,3.15,1.24,5.22,3.76,3.25,3.21,3.38,0.19086021505376344,0.08064516129032258,0.6101694915254238,0.11021505376344086,166.1,0.23042168674698796,0.05271084337349398,0.5418422636965684,0.17771084337349397,2.54,2.89,1.08,5.47
13934,켈리,2022,22 P,27,27,166.1,664,16,4,0,0,144,10,35,153,2.54,1.08,5.47,2.89,2.71,2.71,2.93,0.23042168674698796,0.05271084337349398,0.5418422636965684,0.17771084337349397,178.2,0.17292225201072386,0.05227882037533512,0.5050505050505051,0.12064343163538874,3.83,3.49,1.24,3.37
13938,서폴드,2019,19 P,31,31,192.1,810,12,11,0,0,191,8,54,135,3.51,1.27,4.21,3.53,3.93,3.86,3.94,0.16666666666666666,0.06666666666666667,0.3748047891723061,0.09999999999999999,165.0,0.13215258855585832,0.05722070844686648,1.0363636363636364,0.07493188010899184,4.91,4.93,1.48,1.59
13940,요키시,2019,19 P,30,30,181.1,746,13,9,0,0,166,9,39,141,3.13,1.13,4.67,3.31,3.57,3.55,3.66,0.18900804289544235,0.05227882037533512,0.44726670347874103,0.13672922252010722,159.2,0.1796875,0.0390625,0.3391959798994975,0.140625,2.14,3.24,1.06,6.02
13940,요키시,2020,20 P,27,27,159.2,640,12,7,0,0,144,6,25,115,2.14,1.06,6.02,3.24,2.99,2.84,3.0,0.1796875,0.0390625,0.3391959798994975,0.140625,181.1,0.17726657645466848,0.06224627875507442,0.5963556046383214,0.11502029769959406,2.93,3.59,1.2,5.43
13940,요키시,2021,21 P,31,31,181.1,739,16,9,0,0,171,12,46,131,2.93,1.2,5.43,3.59,3.52,3.45,3.48,0.17726657645466848,0.06224627875507442,0.5963556046383214,0.11502029769959406,185.1,0.2064343163538874,0.04423592493297587,0.3889789303079417,0.16219839142091153,2.57,2.86,1.09,5.74
13941,알칸타라,2019,19 P,27,27,172.2,724,11,11,0,0,189,15,27,100,4.01,1.25,3.84,4.02,4.17,3.94,3.99,0.13812154696132597,0.03729281767955801,0.7839721254355401,0.10082872928176796,198.2,0.2289308176100629,0.03773584905660377,0.5449041372351161,0.19119496855345913,2.54,3.03,1.03,8.0
13942,쿠에바스,2019,19 P,30,30,184.0,760,13,10,0,0,153,18,63,135,3.62,1.17,4.27,4.4,3.91,3.85,3.89,0.17763157894736842,0.08289473684210526,0.8804347826086957,0.09473684210526316,158.0,0.16467065868263472,0.0688622754491018,0.9113924050632911,0.09580838323353293,4.1,4.54,1.25,3.82
14113,원태인,2021,21 P,26,26,158.2,655,14,7,0,0,147,11,51,129,3.06,1.25,5.36,3.65,3.35,3.28,3.11,0.1969465648854962,0.07786259541984733,0.6257901390644754,0.11908396946564886,165.1,0.18571428571428572,0.054285714285714284,0.872198667474258,0.13142857142857145,3.92,3.72,1.29,3.8
14113,원태인,2022,22 P,27,27,165.1,700,10,8,0,0,175,16,38,130,3.92,1.29,3.8,3.72,4.08,3.99,3.86,0.18571428571428572,0.054285714285714284,0.872198667474258,0.13142857142857145,150.0,0.1608832807570978,0.05362776025236593,0.9,0.10725552050473186,3.24,4.17,1.27,3.89
14113,원태인,2023,23 P,26,26,150.0,634,7,7,0,0,157,15,34,102,3.24,1.27,3.89,4.17,3.66,3.6,3.58,0.1608832807570978,0.05362776025236593,0.9,0.10725552050473186,159.2,0.17761194029850746,0.0626865671641791,0.9610552763819096,0.11492537313432837,3.66,4.62,1.2,5.22
14113,원태인,2024,24 P,28,28,159.2,670,15,6,0,0,150,17,42,119,3.66,1.2,5.22,4.62,3.83,3.79,3.57,0.17761194029850746,0.0626865671641791,0.9610552763819096,0.11492537313432837,166.2,0.16095380029806258,0.040238450074515646,1.0830324909747293,0.12071535022354693,3.24,4.36,1.1,4.91
14581,오원석,2022,22 P,31,24,144.0,633,6,8,0,0,158,16,58,112,4.5,1.5,2.11,4.48,4.94,4.55,4.46,0.1769352290679305,0.09162717219589257,1.0,0.08530805687203792,144.2,0.13580246913580246,0.10648148148148148,0.6865464632454924,0.02932098765432098,5.23,4.9,1.57,1.06
14602,데스파이네,2020,20 P,35,34,207.2,906,15,8,0,0,233,18,68,152,4.33,1.45,4.88,4.33,4.55,4.53,4.4,0.16777041942604856,0.07505518763796909,0.7818532818532818,0.09271523178807947,188.2,0.20146520146520147,0.09523809523809523,0.4782146652497343,0.10622710622710624,3.39,3.61,1.34,5.25
14602,데스파이네,2021,21 P,33,33,188.2,819,13,10,0,0,175,10,78,165,3.39,1.34,5.25,3.61,3.86,3.81,3.68,0.20146520146520147,0.09523809523809523,0.4782146652497343,0.10622710622710624,163.0,0.1696551724137931,0.06620689655172414,0.7730061349693251,0.10344827586206896,4.53,3.98,1.51,2.22
14617,뷰캐넌,2020,20 P,27,27,174.2,728,15,7,0,0,172,16,50,121,3.45,1.27,5.98,4.36,3.66,3.58,3.3,0.1662087912087912,0.06868131868131869,0.8266360505166476,0.09752747252747251,177.0,0.21372031662269128,0.07783641160949868,0.6610169491525424,0.13588390501319259,3.1,3.39,1.31,5.09
14617,뷰캐넌,2021,21 P,30,30,177.0,758,16,5,0,0,173,13,59,162,3.1,1.31,5.09,3.39,3.61,3.55,3.55,0.21372031662269128,0.07783641160949868,0.6610169491525424,0.13588390501319259,160.0,0.16931982633863965,0.056439942112879886,0.5625,0.11287988422575976,3.04,3.61,1.34,4.85
14617,뷰캐넌,2022,22 P,26,26,160.0,691,11,8,0,0,176,10,39,117,3.04,1.34,4.85,3.61,3.43,3.39,3.22,0.16931982633863965,0.056439942112879886,0.5625,0.11287988422575976,188.0,0.17729591836734693,0.0548469387755102,0.19148936170212766,0.12244897959183673,2.54,3.05,1.15,5.57
14627,스트레일리,2020,20 P,31,31,194.2,777,15,4,0,0,148,10,51,205,2.5,1.02,8.12,2.9,2.82,2.79,2.65,0.26383526383526384,0.06563706563706563,0.46343975283213185,0.19819819819819823,165.2,0.22969187675070027,0.0938375350140056,0.6537530266343826,0.13585434173669467,4.07,3.54,1.38,3.74
14759,폰트,2021,21 P,25,25,145.2,604,8,5,0,0,114,12,45,157,3.46,1.09,3.5,3.12,4.08,4.08,3.96,0.2599337748344371,0.07450331125827815,0.7438016528925621,0.18543046357615894,184.0,0.23319615912208505,0.04663923182441701,0.8804347826086957,0.18655692729766804,2.69,3.31,0.95,5.78
15011,반즈,2022,22 P,31,31,186.1,788,12,12,0,0,176,8,47,160,3.62,1.2,4.46,3.21,4.2,3.87,3.75,0.20304568527918782,0.05964467005076142,0.3868887694787749,0.1434010152284264,170.1,0.20027247956403268,0.07629427792915532,0.3174603174603175,0.12397820163487737,3.28,3.4,1.33,4.85
15011,반즈,2023,23 P,30,30,170.1,734,11,10,0,0,171,6,56,147,3.28,1.33,4.85,3.4,3.59,3.46,3.41,0.20027247956403268,0.07629427792915532,0.3174603174603175,0.12397820163487737,150.2,0.27403846153846156,0.07371794871794872,1.078561917443409,0.20032051282051283,3.35,3.9,1.23,5.77
15143,벤자민,2023,23 P,29,29,160.0,684,15,6,0,0,149,12,45,157,3.54,1.21,3.14,3.14,4.44,4.33,4.23,0.22953216374269006,0.06578947368421052,0.675,0.16374269005847952,149.2,0.24413145539906103,0.07511737089201878,1.6890080428954426,0.16901408450704225,4.63,4.94,1.26,2.71
15531,후라도,2023,23 P,30,30,183.2,763,11,8,0,0,164,7,41,147,2.65,1.12,5.88,3.15,3.14,3.08,3.13,0.1926605504587156,0.053735255570117955,0.34388646288209607,0.13892529488859764,190.1,0.21694480102695765,0.0410783055198973,0.8995265649658075,0.17586649550706035,3.36,3.89,1.14,5.8
15531,후라도,2024,24 P,30,30,190.1,779,10,8,0,0,185,19,32,169,3.36,1.14,5.8,3.89,3.69,3.64,3.8,0.21694480102695765,0.0410783055198973,0.8995265649658075,0.17586649550706035,197.1,0.1806615776081425,0.04580152671755725,0.7762557077625571,0.13486005089058525,2.6,3.79,1.08,7.57
16088,네일,2024,24 P,26,26,149.1,642,12,5,0,0,154,11,35,138,2.53,1.27,4.31,3.74,4.16,4.06,4.05,0.21495327102803738,0.05451713395638629,0.6639839034205232,0.16043613707165108,164.1,0.2289156626506024,0.061746987951807226,0.3290676416819013,0.16716867469879518,2.25,3.13,1.07,6.59
