player_id,player_name,season,team,G,GS,IP,TBF,W,L,S,HD,H,HR,BB,SO,ERA,WHIP,WAR,FIP,RA9,rRA9,rRA9pf,K_pct,BB_pct,HR_per9,K_minus_BB
13934,켈리,2019,19 P,29,29,180.1,747,14,12,0,0,164,7,41,126,2.55,1.14,4.22,3.5,3.49,3.49,3.82,0.1686746987951807,0.05488621151271754,0.34980566352026654,0.11378848728246317
13934,켈리,2020,20 P,28,28,173.1,705,15,7,0,0,160,16,40,134,3.32,1.15,5.17,4.07,3.48,3.48,3.73,0.1900709219858156,0.05673758865248227,0.8318890814558059,0.13333333333333333
13934,켈리,2021,21 P,30,30,177.0,744,13,8,0,0,160,12,60,142,3.15,1.24,5.22,3.76,3.25,3.21,3.38,0.19086021505376344,0.08064516129032258,0.6101694915254238,0.11021505376344086
13934,켈리,2022,22 P,27,27,166.1,664,16,4,0,0,144,10,35,153,2.54,1.08,5.47,2.89,2.71,2.71,2.93,0.23042168674698796,0.05271084337349398,0.5418422636965684,0.17771084337349397
13934,켈리,2023,23 P,30,30,178.2,746,10,7,0,0,183,10,39,129,3.83,1.24,3.37,3.49,4.38,4.13,4.27,0.17292225201072386,0.05227882037533512,0.5050505050505051,0.12064343163538874
13938,서폴드,2019,19 P,31,31,192.1,810,12,11,0,0,191,8,54,135,3.51,1.27,4.21,3.53,3.93,3.86,3.94,0.16666666666666666,0.06666666666666667,0.3748047891723061,0.09999999999999999
13938,서폴드,2020,20 P,28,28,165.0,734,10,13,0,0,203,19,42,97,4.91,1.48,1.59,4.93,5.84,5.6,5.75,0.13215258855585832,0.05722070844686648,1.0363636363636364,0.07493188010899184
13939,채드벨,2019,19 P,29,29,177.1,749,11,10,0,0,169,14,63,134,3.5,1.31,4.29,4.14,3.7,3.63,3.73,0.17890520694259013,0.08411214953271028,0.7114624505928854,0.09479305740987985
13940,요키시,2019,19 P,30,30,181.1,746,13,9,0,0,166,9,39,141,3.13,1.13,4.67,3.31,3.57,3.55,3.66,0.18900804289544235,0.05227882037533512,0.44726670347874103,0.13672922252010722
13940,요키시,2020,20 P,27,27,159.2,640,12,7,0,0,144,6,25,115,2.14,1.06,6.02,3.24,2.99,2.84,3.0,0.1796875,0.0390625,0.3391959798994975,0.140625
13940,요키시,2021,21 P,31,31,181.1,739,16,9,0,0,171,12,46,131,2.93,1.2,5.43,3.59,3.52,3.45,3.48,0.17726657645466848,0.06224627875507442,0.5963556046383214,0.11502029769959406
13940,요키시,2022,22 P,30,30,185.1,746,10,8,0,0,169,8,33,154,2.57,1.09,5.74,2.86,2.96,2.9,3.06,0.2064343163538874,0.04423592493297587,0.3889789303079417,0.16219839142091153
13941,알칸타라,2019,19 P,27,27,172.2,724,11,11,0,0,189,15,27,100,4.01,1.25,3.84,4.02,4.17,3.94,3.99,0.13812154696132597,0.03729281767955801,0.7839721254355401,0.10082872928176796
13941,알칸타라,2020,20 P,31,31,198.2,795,20,2,0,0,174,12,30,182,2.54,1.03,8.0,3.03,2.63,2.6,2.84,0.2289308176100629,0.03773584905660377,0.5449041372351161,0.19119496855345913
13941,알칸타라,2023,23 P,31,31,192.0,777,13,9,0,0,171,16,35,162,2.67,1.07,5.36,3.38,3.14,3.14,3.34,0.2084942084942085,0.04504504504504504,0.75,0.16344916344916344
13942,쿠에바스,2019,19 P,30,30,184.0,760,13,10,0,0,153,18,63,135,3.62,1.17,4.27,4.4,3.91,3.85,3.89,0.17763157894736842,0.08289473684210526,0.8804347826086957,0.09473684210526316
13942,쿠에바스,2020,20 P,27,27,158.0,668,10,8,0,0,152,16,46,110,4.1,1.25,3.82,4.54,4.56,4.41,4.38,0.16467065868263472,0.0688622754491018,0.9113924050632911,0.09580838323353293
13942,쿠에바스,2024,24 P,31,31,173.1,737,7,12,0,0,158,17,59,154,4.1,1.25,4.41,4.32,4.47,4.47,4.35,0.208955223880597,0.08005427408412483,0.8838821490467937,0.12890094979647218
14113,원태인,2021,21 P,26,26,158.2,655,14,7,0,0,147,11,51,129,3.06,1.25,5.36,3.65,3.35,3.28,3.11,0.1969465648854962,0.07786259541984733,0.6257901390644754,0.11908396946564886
14113,원태인,2022,22 P,27,27,165.1,700,10,8,0,0,175,16,38,130,3.92,1.29,3.8,3.72,4.08,3.99,3.86,0.18571428571428572,0.054285714285714284,0.872198667474258,0.13142857142857145
14113,원태인,2023,23 P,26,26,150.0,634,7,7,0,0,157,15,34,102,3.24,1.27,3.89,4.17,3.66,3.6,3.58,0.1608832807570978,0.05362776025236593,0.9,0.10725552050473186
14113,원태인,2024,24 P,28,28,159.2,670,15,6,0,0,150,17,42,119,3.66,1.2,5.22,4.62,3.83,3.79,3.57,0.17761194029850746,0.0626865671641791,0.9610552763819096,0.11492537313432837
14113,원태인,2025,25 P,27,27,166.2,671,12,4,0,0,157,20,27,108,3.24,1.1,4.91,4.36,3.56,3.51,3.43,0.16095380029806258,0.040238450074515646,1.0830324909747293,0.12071535022354693
14581,오원석,2022,22 P,31,24,144.0,633,6,8,0,0,158,16,58,112,4.5,1.5,2.11,4.48,4.94,4.55,4.46,0.1769352290679305,0.09162717219589257,1.0,0.08530805687203792
14581,오원석,2023,23 P,28,27,144.2,648,8,10,0,0,158,11,69,88,5.23,1.57,1.06,4.9,5.72,5.49,5.31,0.13580246913580246,0.10648148148148148,0.6865464632454924,0.02932098765432098
14582,킹험,2021,21 P,25,25,144.0,591,10,8,0,0,117,11,41,131,3.19,1.1,4.05,3.39,3.63,3.59,3.62,0.22165820642978004,0.06937394247038917,0.6875,0.15228426395939088
14583,핀토,2020,20 P,30,30,162.0,766,6,15,0,0,198,19,90,112,6.17,1.78,0.43,5.58,6.72,6.56,6.47,0.1462140992167102,0.1174934725848564,1.0555555555555556,0.02872062663185379
14596,라이트,2020,20 P,29,29,157.2,696,11,9,0,0,164,12,63,125,4.68,1.44,3.4,4.35,4.97,4.68,4.6,0.17959770114942528,0.09051724137931035,0.6870229007633588,0.08908045977011493
14600,소형준,2022,22 P,27,27,171.1,703,13,6,0,0,158,8,39,117,3.05,1.15,4.75,3.41,3.57,3.5,3.39,0.16642958748221906,0.05547652916073969,0.4208065458796026,0.11095305832147936
14600,소형준,2025,25 P,26,24,147.1,617,10,7,1,0,155,6,29,123,3.3,1.25,3.72,2.99,3.67,3.59,3.59,0.1993517017828201,0.04700162074554295,0.3670972127804215,0.15235008103727715
14602,데스파이네,2020,20 P,35,34,207.2,906,15,8,0,0,233,18,68,152,4.33,1.45,4.88,4.33,4.55,4.53,4.4,0.16777041942604856,0.07505518763796909,0.7818532818532818,0.09271523178807947
14602,데스파이네,2021,21 P,33,33,188.2,819,13,10,0,0,175,10,78,165,3.39,1.34,5.25,3.61,3.86,3.81,3.68,0.20146520146520147,0.09523809523809523,0.4782146652497343,0.10622710622710624
14602,데스파이네,2022,22 P,30,29,163.0,725,8,12,0,0,198,14,48,123,4.53,1.51,2.22,3.98,5.19,4.87,4.7,0.1696551724137931,0.06620689655172414,0.7730061349693251,0.10344827586206896
14609,가뇽,2020,20 P,28,28,159.2,702,11,8,0,0,162,7,64,141,4.34,1.42,3.31,3.73,4.85,4.66,4.61,0.20085470085470086,0.09116809116809117,0.3957286432160804,0.10968660968660969
14610,브룩스,2020,20 P,23,23,151.1,586,11,4,0,0,131,4,24,130,2.5,1.02,6.48,2.72,2.56,2.51,2.56,0.22184300341296928,0.040955631399317405,0.2382528127068167,0.18088737201365188
14617,뷰캐넌,2020,20 P,27,27,174.2,728,15,7,0,0,172,16,50,121,3.45,1.27,5.98,4.36,3.66,3.58,3.3,0.1662087912087912,0.06868131868131869,0.8266360505166476,0.09752747252747251
14617,뷰캐넌,2021,21 P,30,30,177.0,758,16,5,0,0,173,13,59,162,3.1,1.31,5.09,3.39,3.61,3.55,3.55,0.21372031662269128,0.07783641160949868,0.6610169491525424,0.13588390501319259
14617,뷰캐넌,2022,22 P,26,26,160.0,691,11,8,0,0,176,10,39,117,3.04,1.34,4.85,3.61,3.43,3.39,3.22,0.16931982633863965,0.056439942112879886,0.5625,0.11287988422575976
14617,뷰캐넌,2023,23 P,30,30,188.0,784,12,8,0,0,174,4,43,139,2.54,1.15,5.57,3.05,3.4,3.35,3.25,0.17729591836734693,0.0548469387755102,0.19148936170212766,0.12244897959183673
14627,스트레일리,2020,20 P,31,31,194.2,777,15,4,0,0,148,10,51,205,2.5,1.02,8.12,2.9,2.82,2.79,2.65,0.26383526383526384,0.06563706563706563,0.46343975283213185,0.19819819819819823
14627,스트레일리,2021,21 P,31,31,165.2,714,10,12,0,0,162,12,67,164,4.07,1.38,3.74,3.54,4.62,4.43,4.24,0.22969187675070027,0.0938375350140056,0.6537530266343826,0.13585434173669467
14751,미란다,2021,21 P,28,28,173.2,709,14,5,0,0,135,11,63,225,2.33,1.14,6.73,2.42,2.54,2.5,2.73,0.31734837799717913,0.08885754583921016,0.5715935334872979,0.22849083215796898
14756,프랑코,2021,21 P,37,27,150.0,677,9,8,0,1,147,20,75,124,5.4,1.48,1.7,5.25,5.82,5.76,5.37,0.1831610044313146,0.11078286558345643,1.2,0.07237813884785818
14759,폰트,2021,21 P,25,25,145.2,604,8,5,0,0,114,12,45,157,3.46,1.09,3.5,3.12,4.08,4.08,3.96,0.2599337748344371,0.07450331125827815,0.7438016528925621,0.18543046357615894
14759,폰트,2022,22 P,28,28,184.0,729,13,6,0,0,141,18,34,170,2.69,0.95,5.78,3.31,3.08,3.08,3.01,0.23319615912208505,0.04663923182441701,0.8804347826086957,0.18655692729766804
14760,카펜터,2021,21 P,31,30,170.0,746,5,12,0,0,150,16,72,179,3.97,1.31,2.74,3.91,4.76,4.65,4.78,0.23994638069705093,0.09651474530831099,0.8470588235294118,0.14343163538873993
14788,이의리,2022,22 P,29,28,154.0,671,10,10,0,0,128,18,74,161,3.86,1.31,2.21,4.23,4.62,4.61,4.68,0.2399403874813711,0.11028315946348734,1.051948051948052,0.12965722801788376
14846,송승기,2025,25 P,28,27,144.0,629,11,6,0,0,149,15,49,125,3.5,1.38,3.55,4.1,3.81,3.73,3.82,0.1987281399046105,0.07790143084260731,0.9375,0.12082670906200318
14999,스탁,2022,22 P,29,29,165.0,722,9,10,0,0,162,9,83,138,3.6,1.48,2.07,4.09,4.75,4.58,4.74,0.19113573407202217,0.1149584487534626,0.4909090909090909,0.07617728531855956
15001,수아레즈,2022,22 P,30,29,173.2,714,6,8,0,0,151,7,50,159,2.49,1.16,5.54,2.94,3.16,3.1,3.09,0.22268907563025211,0.0700280112044818,0.3637413394919169,0.15266106442577032
15003,플럿코,2022,22 P,28,28,162.0,644,15,5,0,0,125,13,38,149,2.39,1.01,5.29,3.19,2.94,2.81,2.95,0.23136645962732919,0.059006211180124224,0.7222222222222222,0.17236024844720496
15011,반즈,2022,22 P,31,31,186.1,788,12,12,0,0,176,8,47,160,3.62,1.2,4.46,3.21,4.2,3.87,3.75,0.20304568527918782,0.05964467005076142,0.3868887694787749,0.1434010152284264
15011,반즈,2023,23 P,30,30,170.1,734,11,10,0,0,171,6,56,147,3.28,1.33,4.85,3.4,3.59,3.46,3.41,0.20027247956403268,0.07629427792915532,0.3174603174603175,0.12397820163487737
15011,반즈,2024,24 P,25,25,150.2,624,9,6,0,0,140,18,46,171,3.35,1.23,5.77,3.9,3.52,3.34,3.17,0.27403846153846156,0.07371794871794872,1.078561917443409,0.20032051282051283
15143,벤자민,2023,23 P,29,29,160.0,684,15,6,0,0,149,12,45,157,3.54,1.21,3.14,3.14,4.44,4.33,4.23,0.22953216374269006,0.06578947368421052,0.675,0.16374269005847952
15143,벤자민,2024,24 P,28,28,149.2,639,11,8,0,0,141,28,48,156,4.63,1.26,2.71,4.94,5.41,5.21,5.11,0.24413145539906103,0.07511737089201878,1.6890080428954426,0.16901408450704225
15146,페냐,2023,23 P,32,32,177.1,751,11,11,0,0,149,14,59,147,3.6,1.17,3.7,4.06,4.16,4.02,3.98,0.19573901464713714,0.07856191744340879,0.7114624505928854,0.11717709720372835
15531,후라도,2023,23 P,30,30,183.2,763,11,8,0,0,164,7,41,147,2.65,1.12,5.88,3.15,3.14,3.08,3.13,0.1926605504587156,0.053735255570117955,0.34388646288209607,0.13892529488859764
15531,후라도,2024,24 P,30,30,190.1,779,10,8,0,0,185,19,32,169,3.36,1.14,5.8,3.89,3.69,3.64,3.8,0.21694480102695765,0.0410783055198973,0.8995265649658075,0.17586649550706035
15531,후라도,2025,25 P,30,30,197.1,786,15,8,0,0,177,17,36,142,2.6,1.08,7.57,3.79,2.96,2.94,2.67,0.1806615776081425,0.04580152671755725,0.7762557077625571,0.13486005089058525
15535,페디,2023,23 P,30,30,180.1,708,20,6,0,0,137,9,35,209,2.0,0.95,7.63,2.22,2.3,2.24,2.25,0.2951977401129944,0.04943502824858757,0.4497501388117712,0.2457627118644068
15860,코너,2024,24 P,28,28,160.0,663,11,6,0,0,135,21,40,158,3.43,1.09,5.27,4.5,3.77,3.68,3.55,0.2383107088989442,0.06033182503770739,1.18125,0.1779788838612368
15861,레예스,2024,24 P,26,26,144.0,617,11,4,0,0,159,15,30,114,3.81,1.31,4.47,4.31,4.06,3.91,3.73,0.1847649918962723,0.04862236628849271,0.9375,0.1361426256077796
16023,엔스,2024,24 P,30,30,167.2,714,13,6,0,0,169,16,50,157,4.19,1.31,3.77,4.1,4.51,4.49,4.63,0.21988795518207283,0.0700280112044818,0.861244019138756,0.14985994397759103
16065,하트,2024,24 P,26,26,157.0,631,13,3,0,0,124,11,38,182,2.69,1.03,6.15,3.17,2.92,2.92,3.03,0.2884310618066561,0.060221870047543584,0.6305732484076433,0.22820919175911253
16088,네일,2024,24 P,26,26,149.1,642,12,5,0,0,154,11,35,138,2.53,1.27,4.31,3.74,4.16,4.06,4.05,0.21495327102803738,0.05451713395638629,0.6639839034205232,0.16043613707165108
16088,네일,2025,25 P,27,27,164.1,664,8,4,0,0,135,6,41,152,2.25,1.07,6.59,3.13,2.52,2.48,2.51,0.2289156626506024,0.061746987951807226,0.3290676416819013,0.16716867469879518
16138,헤이수스,2024,24 P,30,30,171.1,728,13,11,0,0,171,22,44,178,3.68,1.25,4.39,4.18,4.1,3.98,4.27,0.2445054945054945,0.06043956043956044,1.157218001168907,0.18406593406593405
16138,헤이수스,2025,25 P,32,30,163.2,712,9,9,0,1,173,17,44,165,3.96,1.33,2.47,3.65,4.67,4.52,4.7,0.23174157303370788,0.06179775280898876,0.9375000000000001,0.1699438202247191
16146,앤더슨,2025,25 P,30,30,171.2,694,12,7,0,0,121,13,51,245,2.25,1.0,6.54,2.37,2.78,2.68,2.64,0.3530259365994236,0.07348703170028818,0.6834112149532711,0.2795389048991354
16153,와이스,2025,25 P,30,30,178.2,725,16,5,0,0,127,13,56,207,2.87,1.02,5.95,3.12,3.17,3.14,3.07,0.28551724137931034,0.07724137931034483,0.6565656565656566,0.2082758620689655
16261,올러,2025,25 P,26,26,149.0,620,11,7,0,0,125,8,47,169,3.62,1.15,3.61,2.9,3.87,3.79,3.9,0.2725806451612903,0.07580645161290323,0.48322147651006714,0.1967741935483871
16286,치리노스,2025,25 P,30,30,177.0,737,13,6,0,0,173,5,36,137,3.31,1.18,5.21,3.13,3.61,3.33,3.45,0.18588873812754408,0.048846675712347354,0.2542372881355932,0.13704206241519673
16298,콜어빈,2025,25 P,28,28,144.2,649,8,12,0,0,142,9,79,128,4.48,1.53,2.57,4.59,4.98,4.51,4.56,0.19722650231124808,0.12172573189522343,0.5617198335644938,0.07550077041602465
16299,잭로그,2025,25 P,30,29,176.0,722,10,8,0,1,146,8,39,156,2.81,1.05,5.34,3.26,3.38,3.25,3.37,0.21606648199445982,0.054016620498614956,0.4090909090909091,0.16204986149584488
16313,폰세,2025,25 P,29,29,180.2,697,17,1,0,0,128,10,41,252,1.89,0.94,8.38,1.92,2.04,1.92,2.0,0.3615494978479197,0.058823529411764705,0.4994450610432853,0.30272596843615496
16349,라일리,2025,25 P,30,30,172.0,709,17,7,0,0,136,18,56,216,3.45,1.12,4.34,3.12,3.98,3.81,3.78,0.304654442877292,0.07898448519040903,0.9418604651162791,0.22566995768688297
16350,로건,2025,25 P,32,31,173.0,770,7,12,0,0,180,18,67,149,4.53,1.43,2.41,4.39,5.1,4.89,4.86,0.19350649350649352,0.08701298701298701,0.9364161849710982,0.1064935064935065
