player_id,player_name,season,team,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,HP,IB,SB,CS,AVG,OBP,SLG,OPS,WAR,oWAR,dWAR,wRC+,R_per_PA,BB_pct,K_pct,HR_pct,ISO,1B,wOBA,PA_next,BB_pct_next,K_pct_next,HR_pct_next,ISO_next,wOBA_next,OBP_next,SLG_next,wRC+_next,WAR_next,oWAR_next
10189,박건우,2018,18 CF,125,529,488,79,159,24,6,12,84,28,65,10,1,7,3,0.326,0.373,0.473,0.846,2.93,2.88,0.04,118.5,0.156,0.052930056710775046,0.12287334593572778,0.022684310018903593,0.14699999999999996,117,0.37060491493383746,537,0.11173184357541899,0.10614525139664804,0.0186219739292365,0.14600000000000002,0.37689013035381747,0.397,0.465,153.1,5.2,4.86
10189,박건우,2019,19 RF,127,537,458,83,146,27,5,10,64,60,57,7,0,12,3,0.319,0.397,0.465,0.862,5.2,4.86,0.34,153.1,0.168,0.11173184357541899,0.10614525139664804,0.0186219739292365,0.14600000000000002,104,0.37689013035381747,551,0.07622504537205081,0.11796733212341198,0.025408348457350273,0.16799999999999998,0.36566243194192377,0.369,0.472,133.0,3.76,3.75
10189,박건우,2020,20 RF,129,551,487,103,148,40,0,14,70,42,65,12,2,8,2,0.304,0.369,0.472,0.841,3.76,3.75,0.01,133.0,0.163,0.07622504537205081,0.11796733212341198,0.025408348457350273,0.16799999999999998,94,0.36566243194192377,525,0.09523809523809523,0.13714285714285715,0.011428571428571429,0.11599999999999999,0.37243809523809523,0.4,0.441,143.3,4.32,4.5
10189,박건우,2021,21 RF,126,525,458,82,149,31,2,6,63,50,72,11,2,13,0,0.325,0.4,0.441,0.841,4.32,4.5,-0.18,143.3,0.165,0.09523809523809523,0.13714285714285715,0.011428571428571429,0.11599999999999999,110,0.37243809523809523,463,0.09503239740820735,0.13390928725701945,0.02159827213822894,0.122,0.3838444924406048,0.408,0.458,147.3,3.97,4.22
10189,박건우,2022,22 CF,111,463,408,52,137,18,1,10,61,44,62,8,1,3,3,0.336,0.408,0.458,0.866,3.97,4.22,-0.24,147.3,0.173,0.09503239740820735,0.13390928725701945,0.02159827213822894,0.122,108,0.3838444924406048,533,0.1050656660412758,0.13320825515947468,0.0225140712945591,0.16099999999999998,0.38266416510318957,0.397,0.48,149.2,4.05,4.29
10195,정수빈,2019,19 CF,123,513,441,75,117,19,5,0,41,57,60,6,0,26,8,0.265,0.354,0.331,0.685,2.69,2.13,0.56,103.2,0.113,0.1111111111111111,0.11695906432748537,0.0,0.066,93,0.30925925925925923,559,0.09838998211091235,0.1001788908765653,0.008944543828264758,0.09800000000000003,0.335742397137746,0.368,0.396,113.0,2.94,2.74
10195,정수빈,2022,22 CF,127,455,405,58,105,12,4,3,41,39,56,1,1,15,8,0.259,0.323,0.331,0.654,1.28,1.02,0.26,86.3,0.096,0.08571428571428572,0.12307692307692308,0.006593406593406593,0.07200000000000001,86,0.2905274725274725,583,0.1097770154373928,0.10806174957118353,0.003430531732418525,0.08400000000000002,0.32974271012006856,0.375,0.371,121.2,4.4,3.93
10195,정수빈,2023,23 CF,137,583,498,75,143,14,11,2,33,64,63,7,1,39,8,0.287,0.375,0.371,0.746,4.4,3.93,0.47,121.2,0.137,0.1097770154373928,0.10806174957118353,0.003430531732418525,0.08400000000000002,116,0.32974271012006856,608,0.11677631578947369,0.11842105263157894,0.006578947368421052,0.07700000000000001,0.32817434210526314,0.376,0.361,100.2,3.07,2.62
10195,정수빈,2024,24 CF,136,608,510,95,145,21,3,4,47,71,72,9,1,52,13,0.284,0.376,0.361,0.737,3.07,2.62,0.45,100.2,0.131,0.11677631578947369,0.11842105263157894,0.006578947368421052,0.07700000000000001,117,0.32817434210526314,546,0.11172161172161173,0.1043956043956044,0.01098901098901099,0.08999999999999997,0.3153479853479853,0.355,0.348,104.8,2.83,2.32
10232,강민호,2016,16 C,116,460,381,65,123,26,0,20,72,66,91,10,4,4,0,0.323,0.433,0.549,0.982,5.47,5.1,0.37,142.2,0.206,0.14347826086956522,0.19782608695652174,0.043478260869565216,0.22600000000000003,77,0.4267173913043478,515,0.07961165048543689,0.20194174757281552,0.04271844660194175,0.197,0.3699029126213592,0.361,0.482,107.3,3.74,3.55
10232,강민호,2017,17 C,130,515,456,62,130,22,1,22,68,41,104,15,6,0,2,0.285,0.361,0.482,0.843,3.74,3.55,0.19,107.3,0.151,0.07961165048543689,0.20194174757281552,0.04271844660194175,0.197,85,0.3699029126213592,477,0.06079664570230608,0.20125786163522014,0.04612159329140461,0.188,0.34461215932914047,0.331,0.457,84.0,1.48,1.67
10232,강민호,2023,23 C,125,495,434,60,126,19,0,16,77,49,65,6,4,6,1,0.29,0.366,0.445,0.811,3.4,3.7,-0.3,123.5,0.149,0.09898989898989899,0.13131313131313133,0.03232323232323232,0.15500000000000003,91,0.35727272727272724,452,0.07743362831858407,0.11504424778761062,0.0420353982300885,0.193,0.37484513274336284,0.365,0.496,115.6,3.43,3.13
10232,강민호,2024,24 C,136,452,403,48,122,19,1,19,77,35,52,8,2,3,0,0.303,0.365,0.496,0.861,3.43,3.13,0.3,115.6,0.161,0.07743362831858407,0.11504424778761062,0.0420353982300885,0.193,83,0.37484513274336284,465,0.08172043010752689,0.14838709677419354,0.025806451612903226,0.14799999999999996,0.3312688172043011,0.336,0.417,96.4,2.59,2.33
10235,장성우,2020,20 C,130,455,400,39,111,15,0,13,79,38,64,1,0,0,0,0.278,0.337,0.413,0.75,3.16,2.35,0.81,93.8,0.124,0.08351648351648351,0.14065934065934066,0.02857142857142857,0.13499999999999995,83,0.3234285714285714,460,0.13043478260869565,0.15,0.030434782608695653,0.143,0.31445652173913047,0.337,0.374,93.8,1.66,1.9
10235,장성우,2023,23 C,131,464,410,37,118,22,0,11,65,42,70,2,1,1,1,0.288,0.351,0.422,0.773,3.4,3.26,0.14,110.5,0.136,0.09051724137931035,0.15086206896551724,0.023706896551724137,0.134,85,0.3385991379310345,489,0.12269938650306748,0.17586912065439672,0.03885480572597137,0.182,0.35175869120654396,0.355,0.45,104.2,3.34,3.23
10235,장성우,2024,24 C,131,489,418,53,112,19,0,19,81,60,86,1,1,5,0,0.268,0.355,0.45,0.805,3.34,3.23,0.1,104.2,0.144,0.12269938650306748,0.17586912065439672,0.03885480572597137,0.182,74,0.35175869120654396,480,0.11458333333333333,0.2,0.029166666666666667,0.133,0.3167708333333333,0.333,0.38,96.1,2.27,2.24
